	clusterMean_bu	cost_efficiency_relative_bin	efficiency_bin
Subject_113	0.55462	0.33853	0.48853
Subject_114	0.50919	0.33953	0.48953
Subject_115	0.44159	0.37593	0.52593
Subject_116	0.48595	0.34714	0.49714
Subject_117	0.50033	0.35731	0.50731
Subject_118	0.5309	0.32188	0.47188
Subject_119	0.45997	0.37014	0.52014
Subject_120	0.50101	0.34955	0.49955
Subject_121	0.52524	0.35895	0.50895
Subject_122	0.49257	0.36002	0.51002
Subject_123	0.48012	0.36696	0.51696
Subject_124	0.5339	0.34152	0.49152
Subject_125	0.44278	0.37586	0.52586
Subject_126	0.45908	0.36906	0.51906
Subject_127	0.54046	0.33151	0.48151
Subject_128	0.47086	0.35172	0.50172
Subject_129	0.50822	0.36362	0.51362
Subject_130	0.53445	0.344	0.494
Subject_131	0.51724	0.34568	0.49568
Subject_132	0.48546	0.35799	0.50799
Subject_133	0.49729	0.35836	0.50836
Subject_134	0.46841	0.34324	0.49324
Subject_135	0.5175	0.36108	0.51108
Subject_136	0.46586	0.3499	0.4999
Subject_137	0.49232	0.36106	0.51106
Subject_138	0.47675	0.3643	0.5143
Subject_139	0.52842	0.35214	0.50214
Subject_140	0.52737	0.35552	0.50552
Subject_141	0.57125	0.30039	0.45039
Subject_142	0.47798	0.35978	0.50978
Subject_143	0.45751	0.37267	0.52267
Subject_144	0.48752	0.35077	0.50077
Subject_145	0.48066	0.36557	0.51557
Subject_146	0.5403	0.35725	0.50725
Subject_147	0.42767	0.37439	0.52439
Subject_148	0.44889	0.36111	0.51111
Subject_149	0.53107	0.3537	0.5037
Subject_150	0.49033	0.35101	0.50101
Subject_151	0.46532	0.36668	0.51668
Subject_152	0.53503	0.33775	0.48775
Subject_153	0.44216	0.37626	0.52626
Subject_154	0.50806	0.36158	0.51158
Subject_155	0.48023	0.36513	0.51513
Subject_156	0.46154	0.35947	0.50947
Subject_157	0.38896	0.38482	0.53482
Subject_158	0.47876	0.36891	0.51891
Subject_159	0.51484	0.28838	0.43838
Subject_160	0.48275	0.35968	0.50968
Subject_161	0.47822	0.34775	0.49775
Subject_162	0.50671	0.36533	0.51533
Subject_163	0.51298	0.34276	0.49276
Subject_164	0.45312	0.36033	0.51033
Subject_165	0.51359	0.33928	0.48928
Subject_166	0.47488	0.36077	0.51077
Subject_167	0.47192	0.35785	0.50785
Subject_168	0.58992	0.32813	0.47813
Subject_169	0.5609	0.32037	0.47037
Subject_170	0.46181	0.36405	0.51405
Subject_171	0.4884	0.35547	0.50547
Subject_172	0.49482	0.36359	0.51359
Subject_173	0.47096	0.36851	0.51851
Subject_174	0.48564	0.35074	0.50074
Subject_175	0.45625	0.36905	0.51905
Subject_176	0.54722	0.32877	0.47877
Subject_177	0.49803	0.35411	0.50411
Subject_178	0.49408	0.35438	0.50438
Subject_179	0.54378	0.3436	0.4936
Subject_180	0.45205	0.37042	0.52042
Subject_181	0.53609	0.32996	0.47996
Subject_182	0.49483	0.35959	0.50959
Subject_183	0.55993	0.3128	0.4628
Subject_184	0.48509	0.35258	0.50258
Subject_185	0.49328	0.35963	0.50963
Subject_186	0.4298	0.37315	0.52315
Subject_187	0.42541	0.36693	0.51693
Subject_188	0.46772	0.36358	0.51358
Subject_189	0.49205	0.35693	0.50693
Subject_190	0.44317	0.3744	0.5244
Subject_191	0.47796	0.35504	0.50504
Subject_192	0.45249	0.36907	0.51907
Subject_193	0.51393	0.34373	0.49373
Subject_194	0.49102	0.34927	0.49927
Subject_195	0.49019	0.36601	0.51601
Subject_196	0.54474	0.32585	0.47585
Subject_197	0.5471	0.33201	0.48201
Subject_198	0.53921	0.33022	0.48022
Subject_199	0.52468	0.34017	0.49017
Subject_200	0.50662	0.3411	0.4911
Subject_201	0.43065	0.3761	0.5261
Subject_202	0.52633	0.3437	0.4937
Subject_203	0.4947	0.3467	0.4967
Subject_204	0.42802	0.37205	0.52205
Subject_205	0.48204	0.3648	0.5148
Subject_206	0.52171	0.34893	0.49893
Subject_207	0.44931	0.36887	0.51887
Subject_208	0.54415	0.34021	0.49021
Subject_209	0.47666	0.35313	0.50313
Subject_210	0.55698	0.34032	0.49032
Subject_211	0.51872	0.33463	0.48463
Subject_212	0.56478	0.31042	0.46042
Subject_213	0.46856	0.35265	0.50265
Subject_214	0.51345	0.34862	0.49862
Subject_215	0.51771	0.35212	0.50212
Subject_216	0.53031	0.34769	0.49769
Subject_217	0.45948	0.37177	0.52177
Subject_218	0.54927	0.33381	0.48381
Subject_219	0.57262	0.32846	0.47846
Subject_220	0.49701	0.36143	0.51143
Subject_221	0.5309	0.33351	0.48351
Subject_222	0.46301	0.34921	0.49921
Subject_223	0.467	0.35885	0.50885
Subject_224	0.48868	0.35358	0.50358
Subject_225	0.42941	0.37391	0.52391
Subject_226	0.54682	0.29873	0.44873
Subject_227	0.472	0.36626	0.51626
Subject_228	0.50378	0.35307	0.50307
Subject_229	0.43195	0.37047	0.52047
Subject_230	0.54776	0.30929	0.45929
Subject_231	0.51522	0.34972	0.49972
Subject_232	0.44274	0.36852	0.51852
Subject_233	0.46679	0.37136	0.52136
Subject_234	0.48706	0.36541	0.51541
Subject_235	0.51688	0.34322	0.49322
Subject_236	0.50565	0.35096	0.50096
Subject_237	0.47571	0.36262	0.51262
Subject_238	0.51596	0.33791	0.48791
Subject_239	0.48938	0.36062	0.51062
Subject_240	0.44743	0.37537	0.52537
Subject_241	0.47819	0.35634	0.50634
Subject_242	0.50475	0.28862	0.43862
Subject_243	0.50826	0.35839	0.50839
Subject_244	0.4735	0.36944	0.51944
Subject_245	0.42027	0.37651	0.52651
Subject_246	0.50043	0.35764	0.50764
Subject_247	0.51289	0.36045	0.51045
Subject_248	0.48224	0.36963	0.51963
Subject_249	0.45177	0.37006	0.52006
Subject_250	0.44497	0.36588	0.51588
Subject_251	0.48348	0.3648	0.5148
Subject_252	0.5029	0.34194	0.49194
Subject_253	0.44397	0.37309	0.52309
Subject_254	0.52105	0.32833	0.47833
Subject_255	0.53625	0.35537	0.50537
Subject_256	0.52529	0.34228	0.49228
Subject_257	0.49093	0.36039	0.51039
Subject_258	0.48046	0.36454	0.51454
Subject_259	0.47999	0.35202	0.50202
Subject_260	0.4491	0.35504	0.50504
Subject_261	0.52827	0.3465	0.4965
Subject_262	0.43092	0.37592	0.52592
Subject_263	0.51686	0.35477	0.50477
Subject_264	0.58858	0.29921	0.44921
Subject_265	0.43692	0.36878	0.51878
Subject_266	0.57345	0.34471	0.49471
Subject_267	0.49313	0.34684	0.49684
Subject_268	0.46079	0.35933	0.50933
Subject_269	0.56081	0.33432	0.48432
Subject_270	0.39258	0.38767	0.53767
Subject_271	0.53146	0.34405	0.49405
Subject_272	0.48024	0.35878	0.50878
Subject_273	0.45407	0.37466	0.52466
Subject_274	0.52793	0.35421	0.50421
Subject_275	0.50593	0.361	0.511
Subject_276	0.49184	0.34818	0.49818
Subject_277	0.56349	0.33241	0.48241
Subject_278	0.48052	0.36529	0.51529
Subject_279	0.52766	0.3489	0.4989
Subject_280	0.47388	0.36369	0.51369
Subject_281	0.4883	0.34753	0.49753
Subject_282	0.46104	0.36265	0.51265
Subject_283	0.4377	0.36044	0.51044
Subject_284	0.43104	0.36571	0.51571
Subject_285	0.50558	0.33953	0.48953
Subject_286	0.49427	0.35242	0.50242
Subject_287	0.46172	0.37024	0.52024
Subject_288	0.43831	0.37177	0.52177
Subject_289	0.48759	0.36155	0.51155
Subject_290	0.48781	0.31803	0.46803
Subject_291	0.41711	0.37622	0.52622
Subject_292	0.50291	0.35965	0.50965
Subject_293	0.45077	0.35279	0.50279
Subject_294	0.54772	0.34074	0.49074
Subject_295	0.48037	0.35356	0.50356
Subject_296	0.49003	0.36162	0.51162
Subject_297	0.50214	0.34576	0.49576
Subject_298	0.50437	0.3543	0.5043
Subject_299	0.47897	0.36984	0.51984
Subject_300	0.55312	0.33466	0.48466
Subject_301	0.48068	0.36475	0.51475
Subject_302	0.48559	0.36244	0.51244
Subject_303	0.4774	0.30607	0.45607
Subject_304	0.51101	0.34362	0.49362
Subject_305	0.43588	0.3734	0.5234
Subject_306	0.48563	0.33865	0.48865
Subject_307	0.54127	0.34255	0.49255
Subject_308	0.47463	0.36246	0.51246
Subject_309	0.53879	0.3322	0.4822
Subject_310	0.52782	0.23982	0.38982
Subject_311	0.49536	0.3532	0.5032
Subject_312	0.43294	0.37002	0.52002
Subject_313	0.43699	0.37193	0.52193
Subject_314	0.46219	0.36894	0.51894
Subject_315	0.55405	0.3406	0.4906
Subject_316	0.49384	0.365	0.515
Subject_317	0.54718	0.30648	0.45648
Subject_318	0.55985	0.32753	0.47753
Subject_319	0.46835	0.36284	0.51284
Subject_320	0.50222	0.35455	0.50455
Subject_321	0.47476	0.3407	0.4907
Subject_322	0.47575	0.36084	0.51084
Subject_323	0.48032	0.34949	0.49949
Subject_324	0.56121	0.31992	0.46992
Subject_325	0.45705	0.36734	0.51734
Subject_326	0.53275	0.3345	0.4845
Subject_327	0.51337	0.35883	0.50883
Subject_328	0.45964	0.37139	0.52139
Subject_329	0.49371	0.35227	0.50227
Subject_330	0.52909	0.33051	0.48051
Subject_331	0.4885	0.35042	0.50042
Subject_332	0.4487	0.36891	0.51891
Subject_333	0.46548	0.34918	0.49918
Subject_334	0.49442	0.35247	0.50247
Subject_335	0.45735	0.36657	0.51657
Subject_336	0.47004	0.36703	0.51703
Subject_337	0.52379	0.34709	0.49709
Subject_338	0.54004	0.32674	0.47674
Subject_339	0.4737	0.36165	0.51165
Subject_340	0.44034	0.3745	0.5245
Subject_341	0.43748	0.37087	0.52087
Subject_342	0.46757	0.36404	0.51404
Subject_343	0.51522	0.3454	0.4954
Subject_344	0.50843	0.30234	0.45234
Subject_345	0.5013	0.35076	0.50076
Subject_346	0.4901	0.35669	0.50669
Subject_347	0.49593	0.35605	0.50605
Subject_348	0.5342	0.33887	0.48887
Subject_349	0.52948	0.35205	0.50205
Subject_350	0.50435	0.34496	0.49496
Subject_351	0.47684	0.36615	0.51615
Subject_352	0.43608	0.37146	0.52146
Subject_353	0.44722	0.36431	0.51431
Subject_354	0.50547	0.34251	0.49251
Subject_355	0.44535	0.37075	0.52075
Subject_356	0.44468	0.36681	0.51681
Subject_357	0.46205	0.3532	0.5032
Subject_358	0.53992	0.33616	0.48616
Subject_359	0.52705	0.32576	0.47576
Subject_360	0.49532	0.36132	0.51132
Subject_361	0.51732	0.35702	0.50702
Subject_362	0.50903	0.31699	0.46699
Subject_363	0.47691	0.35332	0.50332
Subject_364	0.4948	0.35039	0.50039
Subject_365	0.38439	0.38767	0.53767
Subject_366	0.49027	0.35472	0.50472
Subject_367	0.49724	0.36646	0.51646
Subject_368	0.55381	0.33411	0.48411
Subject_369	0.45466	0.36368	0.51368
Subject_370	0.52512	0.34773	0.49773
Subject_371	0.49237	0.35948	0.50948
Subject_372	0.50659	0.35151	0.50151
Subject_373	0.4184	0.37493	0.52493
Subject_374	0.43749	0.37015	0.52015
Subject_375	0.54281	0.33977	0.48977
Subject_376	0.56585	0.33116	0.48116
Subject_377	0.52713	0.33657	0.48657
Subject_378	0.49367	0.36098	0.51098
Subject_379	0.5533	0.27135	0.42135
Subject_380	0.45732	0.36028	0.51028
Subject_381	0.48415	0.36176	0.51176
Subject_382	0.4696	0.34122	0.49122
Subject_383	0.4562	0.36379	0.51379
Subject_384	0.54597	0.33877	0.48877
Subject_385	0.4839	0.35422	0.50422
Subject_386	0.49042	0.34643	0.49643
Subject_387	0.49897	0.36108	0.51108
Subject_388	0.47076	0.36864	0.51864
Subject_389	0.51179	0.35006	0.50006
Subject_390	0.45317	0.37287	0.52287
Subject_391	0.53725	0.34536	0.49536
Subject_392	0.47506	0.34669	0.49669
Subject_393	0.50016	0.34695	0.49695
Subject_394	0.52011	0.35579	0.50579
Subject_395	0.41308	0.37842	0.52842
Subject_396	0.49513	0.34759	0.49759
Subject_397	0.4831	0.35686	0.50686
Subject_398	0.45096	0.36791	0.51791
Subject_399	0.53671	0.35106	0.50106
Subject_400	0.49978	0.33968	0.48968
Subject_401	0.44765	0.3723	0.5223
Subject_402	0.40771	0.38121	0.53121
Subject_403	0.48555	0.36421	0.51421
Subject_404	0.47103	0.36669	0.51669
Subject_405	0.48441	0.30473	0.45473
Subject_406	0.54777	0.33795	0.48795
Subject_407	0.48775	0.36175	0.51175
Subject_408	0.41039	0.37227	0.52227
Subject_409	0.46384	0.36284	0.51284
Subject_410	0.47347	0.36004	0.51004
Subject_411	0.50591	0.36055	0.51055
Subject_412	0.49176	0.35212	0.50212
Subject_413	0.47677	0.35711	0.50711
Subject_414	0.55281	0.33356	0.48356
Subject_415	0.48847	0.35233	0.50233
Subject_416	0.4534	0.37183	0.52183
Subject_417	0.46905	0.36038	0.51038
Subject_418	0.50361	0.35825	0.50825
Subject_419	0.48675	0.36513	0.51513
Subject_420	0.49442	0.34511	0.49511
Subject_421	0.48191	0.33627	0.48627
Subject_422	0.52542	0.32542	0.47542
Subject_423	0.46661	0.36313	0.51313
Subject_424	0.52435	0.33291	0.48291
Subject_425	0.41616	0.37526	0.52526
Subject_426	0.44862	0.36856	0.51856
Subject_427	0.48227	0.36483	0.51483
Subject_428	0.38101	0.38444	0.53444
Subject_429	0.54949	0.29991	0.44991
Subject_430	0.45625	0.36925	0.51925
Subject_431	0.42208	0.37328	0.52328
Subject_432	0.44924	0.37155	0.52155
Subject_433	0.40445	0.37737	0.52737
Subject_434	0.52688	0.35665	0.50665
Subject_435	0.45525	0.36878	0.51878
Subject_436	0.46589	0.3638	0.5138
Subject_437	0.46256	0.36398	0.51398
Subject_438	0.50059	0.36086	0.51086
Subject_439	0.53585	0.33311	0.48311
Subject_440	0.44485	0.35452	0.50452
Subject_441	0.42062	0.37763	0.52763
Subject_442	0.4558	0.35589	0.50589
Subject_443	0.43993	0.37765	0.52765
Subject_444	0.49047	0.3578	0.5078
Subject_445	0.44918	0.36806	0.51806
Subject_446	0.48199	0.35819	0.50819
Subject_447	0.48987	0.33133	0.48133
Subject_448	0.52585	0.31429	0.46429
Subject_449	0.51658	0.36273	0.51273
Subject_450	0.45977	0.35665	0.50665
Subject_451	0.51279	0.34952	0.49952
Subject_452	0.54094	0.33433	0.48433
Subject_453	0.48067	0.33127	0.48127
Subject_454	0.52828	0.35332	0.50332
Subject_455	0.48782	0.34242	0.49242
Subject_456	0.42955	0.36987	0.51987
Subject_457	0.44114	0.37334	0.52334
Subject_458	0.49976	0.32656	0.47656
Subject_459	0.47415	0.3437	0.4937
Subject_460	0.49221	0.35139	0.50139
Subject_461	0.51191	0.35542	0.50542
Subject_462	0.4074	0.3778	0.5278
Subject_463	0.50298	0.33618	0.48618
Subject_464	0.55307	0.30187	0.45187
Subject_465	0.45202	0.372	0.522
Subject_466	0.46161	0.34767	0.49767
Subject_467	0.48231	0.35007	0.50007
Subject_468	0.50743	0.34844	0.49844
Subject_469	0.51492	0.3257	0.4757
Subject_470	0.56764	0.26482	0.41482
Subject_471	0.41476	0.38233	0.53233
Subject_472	0.49203	0.34339	0.49339
Subject_473	0.44114	0.37373	0.52373
Subject_474	0.50882	0.30992	0.45992
Subject_475	0.42102	0.3594	0.5094
Subject_476	0.46501	0.36515	0.51515
Subject_477	0.45793	0.35444	0.50444
Subject_478	0.456	0.35023	0.50023
Subject_479	0.52675	0.32877	0.47877
Subject_480	0.42287	0.36839	0.51839
Subject_481	0.49295	0.34928	0.49928
Subject_482	0.40602	0.38037	0.53037
Subject_483	0.4059	0.38143	0.53143
Subject_484	0.47831	0.36304	0.51304
Subject_485	0.48406	0.33637	0.48637
Subject_486	0.4183	0.36528	0.51528
Subject_487	0.41863	0.37914	0.52914
Subject_488	0.51354	0.34268	0.49268
Subject_489	0.41207	0.37651	0.52651
Subject_490	0.48028	0.32395	0.47395
Subject_491	0.42961	0.37061	0.52061
Subject_492	0.51874	0.33447	0.48447
Subject_493	0.44693	0.35881	0.50881
Subject_494	0.46621	0.36934	0.51934
Subject_495	0.47146	0.35154	0.50154
Subject_496	0.45274	0.35571	0.50571
Subject_497	0.49548	0.34901	0.49901
Subject_498	0.5557	0.29255	0.44255
Subject_499	0.49342	0.3677	0.5177
Subject_500	0.53412	0.29869	0.44869
Subject_501	0.47736	0.36646	0.51646
Subject_502	0.4411	0.36934	0.51934
Subject_503	0.48879	0.34892	0.49892
Subject_504	0.42976	0.37826	0.52826
Subject_505	0.43627	0.37456	0.52456
Subject_506	0.45718	0.36495	0.51495
Subject_507	0.45163	0.36814	0.51814
Subject_508	0.44902	0.37579	0.52579
Subject_509	0.45519	0.36655	0.51655
Subject_510	0.53542	0.33224	0.48224
Subject_511	0.46418	0.35647	0.50647
Subject_512	0.48354	0.35263	0.50263
Subject_513	0.5184	0.34255	0.49255
Subject_514	0.51148	0.34338	0.49338
Subject_515	0.44292	0.36503	0.51503
Subject_516	0.42582	0.36462	0.51462
Subject_517	0.53509	0.3329	0.4829
Subject_518	0.52276	0.36191	0.51191
Subject_519	0.41201	0.37441	0.52441
Subject_520	0.43883	0.37372	0.52372
Subject_521	0.50645	0.34757	0.49757
Subject_522	0.4885	0.35529	0.50529
Subject_523	0.53401	0.32963	0.47963
Subject_524	0.35749	0.3903	0.5403
Subject_525	0.51775	0.34658	0.49658
Subject_526	0.47678	0.34952	0.49952
Subject_527	0.53403	0.34248	0.49248
Subject_528	0.52574	0.35318	0.50318
Subject_529	0.48623	0.35215	0.50215
Subject_530	0.47296	0.36667	0.51667
Subject_531	0.48603	0.35325	0.50325
Subject_532	0.44726	0.36531	0.51531
Subject_533	0.5164	0.33955	0.48955
Subject_534	0.44013	0.35817	0.50817
Subject_535	0.48361	0.30859	0.45859
Subject_536	0.48782	0.30734	0.45734
Subject_537	0.49111	0.36787	0.51787
Subject_538	0.43329	0.37199	0.52199
Subject_539	0.48432	0.31165	0.46165
Subject_540	0.47113	0.36576	0.51576
Subject_541	0.47844	0.35483	0.50483
Subject_542	0.45706	0.3725	0.5225
Subject_543	0.45622	0.36429	0.51429
Subject_544	0.47559	0.36614	0.51614
Subject_545	0.46257	0.35885	0.50885
Subject_546	0.43868	0.36827	0.51827
Subject_547	0.4324	0.37322	0.52322
Subject_548	0.44039	0.37196	0.52196
Subject_549	0.42191	0.37637	0.52637
Subject_550	0.49599	0.36354	0.51354
Subject_551	0.44175	0.36523	0.51523
Subject_552	0.44565	0.35548	0.50548
Subject_553	0.55232	0.32349	0.47349
Subject_554	0.48136	0.34381	0.49381
Subject_555	0.48088	0.34595	0.49595
Subject_556	0.43599	0.3735	0.5235
Subject_557	0.45907	0.36864	0.51864
Subject_558	0.44089	0.37178	0.52178
Subject_559	0.48224	0.35369	0.50369
Subject_560	0.50454	0.35498	0.50498
Subject_561	0.3991	0.38535	0.53535
Subject_562	0.46163	0.3535	0.5035
Subject_563	0.44154	0.36704	0.51704
Subject_564	0.48692	0.35801	0.50801
Subject_565	0.50491	0.32354	0.47354
Subject_566	0.49235	0.34741	0.49741
Subject_567	0.58518	0.30986	0.45986
Subject_568	0.52497	0.3377	0.4877
Subject_569	0.47402	0.36568	0.51568
Subject_570	0.50595	0.34717	0.49717
Subject_571	0.40063	0.38311	0.53311
Subject_572	0.43308	0.3767	0.5267
Subject_573	0.46364	0.34523	0.49523
Subject_574	0.40344	0.37718	0.52718
Subject_575	0.55832	0.31174	0.46174
Subject_576	0.48767	0.35302	0.50302
Subject_577	0.48997	0.3593	0.5093
Subject_578	0.5738	0.30882	0.45882
Subject_579	0.49547	0.35379	0.50379
Subject_580	0.47926	0.35696	0.50696
Subject_581	0.46632	0.35755	0.50755
Subject_582	0.4302	0.37244	0.52244
Subject_583	0.51147	0.33116	0.48116
Subject_584	0.41858	0.37843	0.52843
Subject_585	0.4894	0.35884	0.50884
Subject_586	0.47637	0.35136	0.50136
Subject_587	0.49466	0.34376	0.49376
Subject_588	0.51246	0.33944	0.48944
Subject_589	0.42971	0.35233	0.50233
Subject_590	0.51705	0.3427	0.4927
Subject_591	0.51414	0.33222	0.48222
Subject_592	0.48857	0.3512	0.5012
Subject_593	0.4499	0.36543	0.51543
Subject_594	0.50097	0.3437	0.4937
Subject_595	0.47223	0.36446	0.51446
Subject_596	0.48507	0.36352	0.51352
Subject_597	0.41568	0.38492	0.53492
Subject_598	0.42308	0.37875	0.52875
Subject_599	0.36588	0.38694	0.53694
Subject_600	0.46019	0.36564	0.51564
Subject_601	0.48487	0.35427	0.50427
Subject_602	0.46901	0.3494	0.4994
Subject_603	0.44048	0.36464	0.51464
Subject_604	0.52592	0.34343	0.49343
Subject_605	0.45756	0.36467	0.51467
Subject_606	0.51902	0.34809	0.49809
Subject_607	0.48439	0.34908	0.49908
Subject_608	0.46553	0.3565	0.5065
Subject_609	0.51439	0.33678	0.48678
Subject_610	0.4869	0.36469	0.51469
Subject_611	0.53135	0.31839	0.46839
Subject_612	0.47987	0.35044	0.50044
Subject_613	0.48061	0.35256	0.50256
Subject_614	0.39763	0.36595	0.51595
Subject_615	0.44975	0.36833	0.51833
Subject_616	0.48338	0.34295	0.49295
Subject_617	0.43471	0.37135	0.52135
Subject_618	0.42519	0.37786	0.52786
Subject_619	0.49423	0.33057	0.48057
Subject_620	0.44684	0.36496	0.51496
Subject_621	0.44976	0.36571	0.51571
Subject_622	0.46428	0.36454	0.51454
Subject_623	0.47696	0.35186	0.50186
Subject_624	0.51296	0.35995	0.50995
Subject_625	0.52403	0.35607	0.50607
Subject_626	0.50116	0.34676	0.49676
Subject_627	0.55891	0.34206	0.49206
Subject_628	0.53264	0.3405	0.4905
